2024-06-03 15:27:24,270: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-06-03 15:27:25,721: root: INFO: Current backtesting datetime 2024-05-03 08:30:00-04:00
2024-06-03 15:27:25,723: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-06-03 15:27:25,724: root: INFO: Current backtesting datetime 2024-05-03 09:30:00-04:00
2024-06-03 15:27:25,724: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-06-03 15:27:25,726: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-06-03 15:27:25[0m
2024-06-03 15:27:25,726: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:25,732: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,662: root: INFO: [32mNew market order of | 10 SPY buy | at price $613.3920043945312 of class bracket with status unprocessed was submitted.[0m
2024-06-03 15:27:28,666: root: INFO: [34mMLTrader : Trading iteration ended at 2024-06-03 15:27:28[0m
2024-06-03 15:27:28,666: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-03 15:27:28,666: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,667: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,668: root: INFO: market order of | 10 SPY buy | at price $613.3920043945312 of class bracket with status new was sent to broker backtesting
2024-06-03 15:27:28,668: root: INFO: market order of | 10 SPY buy | at price $613.3920043945312 of class bracket with status new was sent to broker backtesting
2024-06-03 15:27:28,669: root: INFO: [32mFilled Transaction: buy 10 of SPY at 511.16000366 USD per share[0m
2024-06-03 15:27:28,669: root: INFO: market order of | 10 SPY buy | at price $613.3920043945312 of class bracket with status new was filled
2024-06-03 15:27:28,673: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-06-03 15:27:28,674: root: INFO: Current backtesting datetime 2024-05-03 16:00:00-04:00
2024-06-03 15:27:28,675: root: INFO: Current backtesting datetime 2024-05-04 09:30:00-04:00
2024-06-03 15:27:28,676: root: INFO: [34mMLTrader : The market is not currently open, skipping this trading iteration[0m
2024-06-03 15:27:28,677: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-03 15:27:28,677: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,678: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,678: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-03 15:27:28,678: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,679: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,681: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-03 15:27:28,681: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,682: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,682: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-03 15:27:28,683: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,683: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,685: root: INFO: Current backtesting datetime 2024-05-04 09:29:00-04:00
2024-06-03 15:27:28,686: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-03 15:27:28,686: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,687: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,687: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-03 15:27:28,688: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,689: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,690: root: INFO: Current backtesting datetime 2024-05-04 09:29:00-04:00
2024-06-03 15:27:28,691: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-06-03 15:27:28,691: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-03 15:27:28,691: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,692: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,693: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-03 15:27:28,693: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,694: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,696: root: INFO: Current backtesting datetime 2024-05-06 08:30:00-04:00
2024-06-03 15:27:28,696: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,698: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,699: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-06-03 15:27:28,699: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-03 15:27:28,699: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,700: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,701: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-03 15:27:28,701: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,702: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,703: root: INFO: Current backtesting datetime 2024-05-06 09:30:00-04:00
2024-06-03 15:27:28,703: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-06-03 15:27:28,706: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-06-03 15:27:28[0m
2024-06-03 15:27:28,706: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,707: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,708: root: INFO: [34mMLTrader : Trading iteration ended at 2024-06-03 15:27:28[0m
2024-06-03 15:27:28,708: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-03 15:27:28,708: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,709: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,709: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-03 15:27:28,710: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,711: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,712: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-06-03 15:27:28,713: root: INFO: Current backtesting datetime 2024-05-06 16:00:00-04:00
2024-06-03 15:27:28,713: root: INFO: Current backtesting datetime 2024-05-07 09:30:00-04:00
2024-06-03 15:27:28,715: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-06-03 15:27:28[0m
2024-06-03 15:27:28,715: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,716: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,717: root: INFO: [34mMLTrader : Trading iteration ended at 2024-06-03 15:27:28[0m
2024-06-03 15:27:28,717: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-03 15:27:28,717: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,718: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,718: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-03 15:27:28,719: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,719: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,721: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-06-03 15:27:28,722: root: INFO: Current backtesting datetime 2024-05-07 16:00:00-04:00
2024-06-03 15:27:28,722: root: INFO: Current backtesting datetime 2024-05-08 09:30:00-04:00
2024-06-03 15:27:28,724: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-06-03 15:27:28[0m
2024-06-03 15:27:28,724: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,725: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,726: root: INFO: [34mMLTrader : Trading iteration ended at 2024-06-03 15:27:28[0m
2024-06-03 15:27:28,726: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-03 15:27:28,726: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,727: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,727: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-03 15:27:28,728: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,728: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,730: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-06-03 15:27:28,731: root: INFO: Current backtesting datetime 2024-05-08 16:00:00-04:00
2024-06-03 15:27:28,732: root: INFO: Current backtesting datetime 2024-05-09 09:30:00-04:00
2024-06-03 15:27:28,734: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-06-03 15:27:28[0m
2024-06-03 15:27:28,734: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,735: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,736: root: INFO: [34mMLTrader : Trading iteration ended at 2024-06-03 15:27:28[0m
2024-06-03 15:27:28,736: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-03 15:27:28,736: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,737: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,737: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-03 15:27:28,738: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,739: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,741: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-06-03 15:27:28,742: root: INFO: Current backtesting datetime 2024-05-09 16:00:00-04:00
2024-06-03 15:27:28,742: root: INFO: Current backtesting datetime 2024-05-10 09:30:00-04:00
2024-06-03 15:27:28,744: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-06-03 15:27:28[0m
2024-06-03 15:27:28,744: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,745: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,746: root: INFO: [34mMLTrader : Trading iteration ended at 2024-06-03 15:27:28[0m
2024-06-03 15:27:28,746: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-03 15:27:28,746: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,747: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,747: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-03 15:27:28,748: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,749: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,750: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-06-03 15:27:28,751: root: INFO: Current backtesting datetime 2024-05-10 16:00:00-04:00
2024-06-03 15:27:28,752: root: INFO: Current backtesting datetime 2024-05-11 09:30:00-04:00
2024-06-03 15:27:28,753: root: INFO: [34mMLTrader : The market is not currently open, skipping this trading iteration[0m
2024-06-03 15:27:28,753: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-03 15:27:28,754: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,755: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,755: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-03 15:27:28,755: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,756: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,758: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-03 15:27:28,758: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,760: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,760: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-03 15:27:28,761: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,762: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,763: root: INFO: Current backtesting datetime 2024-05-11 09:29:00-04:00
2024-06-03 15:27:28,765: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-03 15:27:28,765: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,766: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,767: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-03 15:27:28,767: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,768: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-03 15:27:28,769: root: INFO: Current backtesting datetime 2024-05-11 09:29:00-04:00
2024-06-03 15:27:28,770: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
