2024-06-04 16:03:47,128: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-06-04 16:03:48,486: root: INFO: Current backtesting datetime 2020-01-02 08:30:00-05:00
2024-06-04 16:03:48,487: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-06-04 16:03:48,488: root: INFO: Current backtesting datetime 2020-01-02 09:30:00-05:00
2024-06-04 16:03:48,488: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-06-04 16:03:48,490: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-06-04 16:03:48[0m
2024-06-04 16:03:48,490: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-04 16:03:48,496: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-04 16:03:50,188: root: INFO: [34mMLTrader : Trading iteration ended at 2024-06-04 16:03:50[0m
2024-06-04 16:03:50,190: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-06-04 16:03:50,191: root: INFO: Current backtesting datetime 2020-01-02 16:00:00-05:00
2024-06-04 16:03:50,191: root: INFO: Current backtesting datetime 2020-01-03 09:30:00-05:00
2024-06-04 16:03:50,192: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-06-04 16:03:50[0m
2024-06-04 16:03:50,192: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-04 16:03:50,193: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-04 16:03:50,936: root: INFO: [34mMLTrader : Trading iteration ended at 2024-06-04 16:03:50[0m
2024-06-04 16:03:50,938: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-06-04 16:03:50,940: root: INFO: Current backtesting datetime 2020-01-03 16:00:00-05:00
2024-06-04 16:03:50,941: root: INFO: Current backtesting datetime 2020-01-04 09:30:00-05:00
2024-06-04 16:03:50,942: root: INFO: [34mMLTrader : The market is not currently open, skipping this trading iteration[0m
2024-06-04 16:03:50,946: root: INFO: Current backtesting datetime 2020-01-04 09:29:00-05:00
