2024-06-04 17:22:34,009: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-06-04 17:22:36,299: root: INFO: Current backtesting datetime 2020-01-02 08:30:00-05:00
2024-06-04 17:22:36,302: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-06-04 17:22:36,304: root: INFO: Current backtesting datetime 2020-01-02 09:30:00-05:00
2024-06-04 17:22:36,304: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-06-04 17:22:36,308: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-06-04 17:22:36[0m
2024-06-04 17:22:36,308: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-04 17:22:36,316: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-04 17:22:38,044: root: INFO: [34mMLTrader : Trading iteration ended at 2024-06-04 17:22:38[0m
2024-06-04 17:22:38,046: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-06-04 17:22:38,048: root: INFO: Current backtesting datetime 2020-01-02 16:00:00-05:00
2024-06-04 17:22:38,049: root: INFO: Current backtesting datetime 2020-01-03 09:30:00-05:00
2024-06-04 17:22:38,050: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-06-04 17:22:38[0m
2024-06-04 17:22:38,050: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-04 17:22:38,051: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-04 17:22:38,739: root: INFO: [34mMLTrader : Trading iteration ended at 2024-06-04 17:22:38[0m
2024-06-04 17:22:38,742: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-06-04 17:22:38,744: root: INFO: Current backtesting datetime 2020-01-03 16:00:00-05:00
2024-06-04 17:22:38,744: root: INFO: Current backtesting datetime 2020-01-04 09:30:00-05:00
2024-06-04 17:22:38,746: root: INFO: [34mMLTrader : The market is not currently open, skipping this trading iteration[0m
2024-06-04 17:22:38,750: root: INFO: Current backtesting datetime 2020-01-04 09:29:00-05:00
2024-06-04 17:22:38,753: root: INFO: Current backtesting datetime 2020-01-04 09:29:00-05:00
2024-06-04 17:22:38,753: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
